,회사,산업,사원수,연봉
13833,주피터시스템즈,정보보안,5,2700
13834,세이지그린,백화점·유통·도소매,40,4316
13835,코스웨이브,컴퓨터·하드웨어·장비,4,4000
13836,카로스넷,전기·전자·제어,21,4500
13837,더샵스토리,쇼핑몰·오픈마켓·소셜커머스,25,2650
13838,룩스이엔지,반도체·디스플레이·광학,14,3800
13839,에스에이정보기술,정보보안,27,3107
13840,호디,솔루션·SI·CRM·ERP,25,2050
13841,위시스,기계·기계설비,25,2725
13842,셀빅,게임·애니메이션,57,3000
13843,에스지,네트워크·통신서비스,6,3500
13844,애더스,컨설팅·연구·조사,15,4500
13845,젠스코리아,솔루션·SI·CRM·ERP,40,2793
13846,엘씨에스홀딩스,쇼핑몰·오픈마켓·소셜커머스,4,2357
13847,동화인터내셔널,섬유·의류·패션,18,3000
13848,코센,건설·시공·토목·조경,150,4549
13849,동양이지텍,전기·전자·제어,44,2500
13850,현대정보통신,백화점·유통·도소매,4,2800
13851,뉴맨코포레이션,기계·기계설비,6,2266
13852,위드텍,네트워크·통신서비스,13,2100
13853,와이앤케이커머스,쇼핑몰·오픈마켓·소셜커머스,10,2475
13854,현대리서치연구소,컨설팅·연구·조사,43,3280
13855,엘앤에스정보기술,솔루션·SI·CRM·ERP,30,3157
13856,아이투아이,방송·케이블·프로덕션,15,2400
13857,지앤미,쇼핑몰·오픈마켓·소셜커머스,40,1910
13858,토피아정보기술,솔루션·SI·CRM·ERP,120,3744
13859,큐빅디자인연구소,건축·설비·환경,5,2890
13860,연성정밀화학,화학·에너지·환경,190,3200
13861,파인트론,전기·전자·제어,12,4480
13862,유알지,생활화학·화장품,100,2160
13863,씨엠인포텍,솔루션·SI·CRM·ERP,31,4102
13864,밀리션리사이클링,백화점·유통·도소매,15,2900
13865,신영전자통신,전기·전자·제어,20,2100
13866,아이티고,포털·컨텐츠·커뮤니티,10,4000
13867,태원산업개발그룹,부동산·중개·임대,28,4875
13868,오더,솔루션·SI·CRM·ERP,108,3980
13869,그린텍시스템,전기·전자·제어,27,4966
13870,씨에이치엠,콜센터·아웃소싱·기타,1242,3000
13871,소프트플러스,솔루션·SI·CRM·ERP,16,3283
13872,패션플러스,쇼핑몰·오픈마켓·소셜커머스,86,2966
13873,극동씨앤씨,백화점·유통·도소매,7,2000
13874,제이투스,솔루션·SI·CRM·ERP,10,3800
13875,제이케이소프트,모바일·APP,30,3400
13876,비케이에스엔피,솔루션·SI·CRM·ERP,40,4076
13877,씽크트리,솔루션·SI·CRM·ERP,25,2957
13878,아띠스포츠,섬유·의류·패션,7,2266
13879,티비에스,컴퓨터·하드웨어·장비,11,3800
13880,메타브랜딩,컨설팅·연구·조사,30,4100
13881,브이트러스트,솔루션·SI·CRM·ERP,22,3875
13882,하임인터트레이드,무역·상사,15,2575
13883,에이티,건설·시공·토목·조경,6,5266
13884,신우티앤씨,쇼핑몰·오픈마켓·소셜커머스,1,1900
13885,뉴에프오,게임·애니메이션,21,3237
13886,서래푸드,쇼핑몰·오픈마켓·소셜커머스,10,2600
13887,보람아이앤씨,정비·A/S·카센터,8,2040
13888,에스엠티앤에스,건설·시공·토목·조경,6,3300
13889,랩지노믹스,제약·보건·바이오,221,4000
13890,에프엑스컨설팅,솔루션·SI·CRM·ERP,9,3533
13891,미즈라인,섬유·의류·패션,26,3280
13892,퓨멕스,물류·운송·배송,50,2200
13893,디지워크,솔루션·SI·CRM·ERP,20,3220
13894,코아텍,솔루션·SI·CRM·ERP,12,1800
13895,우리자산신탁,은행·금융,171,5000
13896,청연한방병원,의료(병원분류별),270,2000
13897,썬테크정보,컴퓨터·하드웨어·장비,16,3750
13898,문구샵,물류·운송·배송,7,2700
13899,파이디지털헬스케어,솔루션·SI·CRM·ERP,50,5095
13900,유앤솔루션,솔루션·SI·CRM·ERP,10,5500
13901,시피,백화점·유통·도소매,5,3600
13902,애니랙티브,모바일·APP,10,3546
13903,퍼스트코,생활용품·소비재·기타,10,2000
13904,씨앤토트시스템,솔루션·SI·CRM·ERP,27,4175
13905,오르컴퍼니,생활화학·화장품,5,1500
13906,한지교,호텔·여행·항공,30,6000
13907,저니앤조이트래블,호텔·여행·항공,16,10000
13908,유비벨록스모바일,솔루션·SI·CRM·ERP,70,3709
13909,매니아컨설팅그룹,광고·홍보·전시,40,2900
13910,케어핏,제약·보건·바이오,16,3150
13911,티지앤컴퍼니,전기·전자·제어,19,4033
13912,에이에치엔,컴퓨터·하드웨어·장비,8,5500
13913,바이어스코퍼레이션,광고·홍보·전시,21,2750
13914,차트연구소,솔루션·SI·CRM·ERP,3,2900
13915,스킨푸드,백화점·유통·도소매,59,4636
13916,베네컴즈,솔루션·SI·CRM·ERP,8,4050
13917,대컴정보기술,컴퓨터·하드웨어·장비,12,3180
13918,엔라이즈,솔루션·SI·CRM·ERP,10,2800
13919,제엠제코,반도체·디스플레이·광학,38,4200
13920,에이피씨소프트,솔루션·SI·CRM·ERP,36,3600
13921,삼일정보시스템,솔루션·SI·CRM·ERP,17,2500
13922,쎄믹스,반도체·디스플레이·광학,120,3925
13923,세보시스템즈,컴퓨터·하드웨어·장비,4,6000
13924,오쎄,백화점·유통·도소매,59,3322
13925,팀와이퍼,정비·A/S·카센터,15,3740
13926,모와부,무역·상사,3,2750
13927,임플릿,솔루션·SI·CRM·ERP,10,3120
13928,코다스디자인,목재·제지·가구,32,3440
13929,젬텍,솔루션·SI·CRM·ERP,60,5523
13930,한국아이디정보,정보보안,13,2550
13931,파파앤코,백화점·유통·도소매,2,3000
13932,지코아시아,금속·재료·자재,52,3833
13933,에스아이디텍,솔루션·SI·CRM·ERP,7,2300
13934,대교씨엔에스,솔루션·SI·CRM·ERP,112,4178
13935,미래그린사람들,건설·시공·토목·조경,4,1900
13936,에프엠에스코리아,화학·에너지·환경,70,2600
13937,마루웹,웹에이전시,25,4000
13938,대자인병원,의료(병원분류별),800,1800
13939,이지트로닉스,전기·전자·제어,52,3100
13940,대광계측기,전기·전자·제어,5,2400
13941,퓨쳐아이티,컴퓨터·하드웨어·장비,12,2608
13942,쿠키하우스,쇼핑몰·오픈마켓·소셜커머스,105,2766
13943,엔엠엘이디,전기·전자·제어,10,2000
13944,조인스에이치알,컨설팅·연구·조사,80,2478
13945,파인웰시스템,컴퓨터·하드웨어·장비,40,2220
13946,광릉레저개발,스포츠·여가·레저,50,3300
13947,비앤피이노베이션,네트워크·통신서비스,16,3642
13948,한국정보보호교육센터,학원·어학원·교육원,10,2725
13949,아경산업,전기·전자·제어,31,3670
13950,에스엠솔루션즈,네트워크·통신서비스,20,2892
13951,야인소프트,솔루션·SI·CRM·ERP,25,3140
13952,이너코어시스템즈,네트워크·통신서비스,4,2400
13953,심텍,공기업·공공기관,6,6500
13954,쉐우드가구,목재·제지·가구,10,2666
13955,멤버십커머스플랫폼,생활화학·화장품,5,2300
13956,I&CGLOBAL,백화점·유통·도소매,9,2100
13957,수영복샵,백화점·유통·도소매,3,2600
13958,마인즈아이,전기·전자·제어,15,2735
13959,컴일일구넷,정비·A/S·카센터,100,2400
13960,에이에스미싱,쇼핑몰·오픈마켓·소셜커머스,8,1700
13961,동남정밀,자동차·조선·철강·항공,429,4050
13962,두성커머스,쇼핑몰·오픈마켓·소셜커머스,3,2500
13963,비아무역,무역·상사,8,2300
13964,점프몰,쇼핑몰·오픈마켓·소셜커머스,4,2400
13965,은성헬스빌,쇼핑몰·오픈마켓·소셜커머스,54,4500
13966,에스지아이시스템,솔루션·SI·CRM·ERP,10,2700
13967,아름,네트워크·통신서비스,200,3600
13968,다해정보기술,IT컨설팅,8,4200
13969,다우엔터프라이즈,섬유·의류·패션,50,2900
13970,보령헤비매스,쇼핑몰·오픈마켓·소셜커머스,7,2500
13971,캔디글로우,쇼핑몰·오픈마켓·소셜커머스,8,2000
13972,대한장애인체육회,공기업·공공기관,80,2400
13973,커네스트,쇼핑몰·오픈마켓·소셜커머스,12,2699
13974,이멕스,전기·전자·제어,12,2500
13975,아세이떼바오스코리아,백화점·유통·도소매,7,3000
13976,한국금차도,백화점·유통·도소매,15,2800
13977,애드인플랜,광고·홍보·전시,5,2940
13978,아이엠헬스케어,컴퓨터·하드웨어·장비,38,4950
13979,웰시스템,솔루션·SI·CRM·ERP,4,2800
13980,아이티원,네트워크·통신서비스,23,3450
13981,한국헤리티지,학원·어학원·교육원,4,2100
13982,이노싱크,공기업·공공기관,400,2400
13983,큐텍코리아,전기·전자·제어,7,5500
13984,제일정보통신,건설·시공·토목·조경,77,2900
13985,윈디에스,솔루션·SI·CRM·ERP,15,5000
13986,아리온통신,네트워크·통신서비스,25,3225
13987,에스제이커뮤니케이션,포털·컨텐츠·커뮤니티,5,10000
13988,길라잡이,백화점·유통·도소매,4,2600
13989,트라이폴즈,쇼핑몰·오픈마켓·소셜커머스,7,2800
13990,드림인터내셔날,쇼핑몰·오픈마켓·소셜커머스,7,3100
13991,이노코아,컴퓨터·하드웨어·장비,6,3700
13992,엔티에스씨,네트워크·통신서비스,48,2700
13993,위즈컴퍼니,쇼핑몰·오픈마켓·소셜커머스,35,2301
13994,청호메카트로닉스,컴퓨터·하드웨어·장비,15,3966
13995,굿센스,생활용품·소비재·기타,28,2700
13996,삼진웰텍,기계·기계설비,8,2400
13997,그린맨파워,콜센터·아웃소싱·기타,483,2251
13998,키움하우스,백화점·유통·도소매,25,2480
13999,코리아정보통신,전기·전자·제어,20,4200
14000,유리빙,쇼핑몰·오픈마켓·소셜커머스,14,2400
14001,하이큐스,네트워크·통신서비스,35,2843
14002,은성침장,섬유·의류·패션,4,3200
14003,녹십초,음식료·외식·프랜차이즈,200,3300
14004,비에스정보기술,정보보안,8,3080
14005,성지산업,전기·전자·제어,147,4800
14006,현성에프엔비,음식료·외식·프랜차이즈,4,3300
14007,시그마정보통신,솔루션·SI·CRM·ERP,18,4033
14008,에이치큐브트레이딩,백화점·유통·도소매,7,2640
14009,메가정보기술,솔루션·SI·CRM·ERP,10,4016
14010,코어밸류,광고·홍보·전시,8,2600
14011,지에이시스템,솔루션·SI·CRM·ERP,20,4233
14012,ITS,반도체·디스플레이·광학,15,2700
14013,주식회사 나비콜,콜센터·아웃소싱·기타,65,2850
14014,투씨에스지,솔루션·SI·CRM·ERP,60,4105
14015,마이크론웨어,솔루션·SI·CRM·ERP,5,2250
14016,키스맥,컴퓨터·하드웨어·장비,10,1900
14017,보자기,출판·인쇄·사진,35,3750
14018,비단금침,웨딩·상조·이벤트,3,2500
14019,새샘하우스안경원,쇼핑몰·오픈마켓·소셜커머스,2,3400
14020,메디플러스솔루션,솔루션·SI·CRM·ERP,24,4737
14021,배주안컴퍼니,섬유·의류·패션,12,2500
14022,예온커뮤니케이션,포털·컨텐츠·커뮤니티,15,2500
14023,뮤티즌,솔루션·SI·CRM·ERP,10,4500
14024,비에스피파트너스,컨설팅·연구·조사,3,4500
14025,다름디자인,건축·설비·환경,4,2400
14026,픽플커뮤니케이션즈,솔루션·SI·CRM·ERP,5,3266
14027,코아뱅크,솔루션·SI·CRM·ERP,67,4730
14028,보요,쇼핑몰·오픈마켓·소셜커머스,4,2200
14029,다드림아이앤에스,솔루션·SI·CRM·ERP,9,6000
14030,디비밸리,솔루션·SI·CRM·ERP,50,3235
14031,큐빅,디자인·CAD,5,3700
14032,인더룸,쇼핑몰·오픈마켓·소셜커머스,9,3350
14033,웹플커뮤니케이션,웹에이전시,5,1900
14034,볼로냐,백화점·유통·도소매,4,2450
14035,솔박스,솔루션·SI·CRM·ERP,64,3677
14036,이아커뮤니케이션,게임·애니메이션,100,4500
14037,티엘월드와이드,학원·어학원·교육원,9,4600
14038,디자이너스코리아,웹에이전시,35,3033
14039,하모니테크,은행·금융,4,5200
14040,크리샤,솔루션·SI·CRM·ERP,10,3500
14041,케이뷰티홀딩스,광고·홍보·전시,10,3000
14042,미래솔,컨설팅·연구·조사,8,2150
14043,에이치엔티마케팅,광고·홍보·전시,29,3000
14044,인비전커뮤니티,포털·컨텐츠·커뮤니티,10,3200
14045,이노에버솔루션,IT컨설팅,27,3883
14046,에스씨301테라피,제약·보건·바이오,4,3170
14047,연우뉴매틱,기계·기계설비,96,5000
14048,바이럴팩토리,광고·홍보·전시,12,3150
14049,박정어학원,학원·어학원·교육원,36,3700
14050,이엠에버미라클,백화점·유통·도소매,200,2200
14051,한넷소프트,솔루션·SI·CRM·ERP,4,2800
14052,스페이스디엠,백화점·유통·도소매,9,2000
14053,캔서롭,제약·보건·바이오,60,5222
14054,이코노아이,출판·인쇄·사진,10,3360
14055,지디엔시,솔루션·SI·CRM·ERP,8,5433
14056,플래닛드림,광고·홍보·전시,30,1700
14057,쎄이엠,솔루션·SI·CRM·ERP,4,4500
14058,베리플라워,쇼핑몰·오픈마켓·소셜커머스,8,4800
14059,이노티브아이엔씨,솔루션·SI·CRM·ERP,21,3100
14060,본비엔코리아,쇼핑몰·오픈마켓·소셜커머스,10,3000
14061,아이앤이,정보보안,18,2628
14062,삼보에이앤티,자동차·조선·철강·항공,193,4135
14063,위트,솔루션·SI·CRM·ERP,12,2300
14064,일본전산리드코리아,전기·전자·제어,79,6000
14065,정도산업,건축·설비·환경,69,2925
14066,케이제이시스템즈,전기·전자·제어,28,3100
14067,대명철강,금속·재료·자재,60,2100
14068,피앤테크,반도체·디스플레이·광학,40,2500
14069,극동통신,컴퓨터·하드웨어·장비,86,3500
14070,미르테크,솔루션·SI·CRM·ERP,20,2802
14071,세광정보시스템,백화점·유통·도소매,7,1933
14072,미디어링크,솔루션·SI·CRM·ERP,10,2600
14073,미래정보기술,솔루션·SI·CRM·ERP,11,3400
14074,윈설트,솔루션·SI·CRM·ERP,5,2600
14075,엔트루테크놀로지,솔루션·SI·CRM·ERP,5,5250
14076,농업회사법인삼흥,백화점·유통·도소매,100,3100
14077,나이스디앤알,솔루션·SI·CRM·ERP,150,4090
14078,코마스,컴퓨터·하드웨어·장비,73,4106
14079,미첼코리아,섬유·의류·패션,8,2260
14080,에이엘티,반도체·디스플레이·광학,154,5900
14081,다산정보통신,솔루션·SI·CRM·ERP,30,2900
14082,케이티서비스북부,네트워크·통신서비스,1950,3457
14083,동원관광개발,스포츠·여가·레저,21,4250
14084,디스커버믹스테크매뉴팩처링,전기·전자·제어,30,4560
14085,지오넷,건설·시공·토목·조경,54,3150
14086,엠오에스강서,네트워크·통신서비스,280,4000
14087,명광,건설·시공·토목·조경,44,2100
14088,엠에스포유,광고·홍보·전시,10,2500
14089,쿤룬코리아,게임·애니메이션,1,4116
14090,체이시로보틱스,컴퓨터·하드웨어·장비,5,2600
14091,잉카인터넷,정보보안,132,3324
14092,나라정보텍,솔루션·SI·CRM·ERP,25,2500
14093,바로고,솔루션·SI·CRM·ERP,120,4866
14094,더원정보,솔루션·SI·CRM·ERP,20,5500
14095,벨라베베,백화점·유통·도소매,5,2266
14096,신안엔지니어링,전기·전자·제어,15,3500
14097,케이앤씨텍,쇼핑몰·오픈마켓·소셜커머스,13,2500
14098,대구직업전문학교,학원·어학원·교육원,2,1900
14099,나인트리,솔루션·SI·CRM·ERP,14,3535
14100,씨엔알리서치,컨설팅·연구·조사,304,4925
14101,리틀팍스,포털·컨텐츠·커뮤니티,99,4093
14102,모빌솔루션,컴퓨터·하드웨어·장비,9,3933
14103,디지털데일리,신문·잡지·언론사,11,2200
14104,히타치하이테크코리아,무역·상사,249,5628
14105,처음네트웍스,출판·인쇄·사진,4,6500
14106,영어와어휘,학원·어학원·교육원,3,6000
14107,나고소프트,솔루션·SI·CRM·ERP,30,3547
14108,한텍시스콤,컴퓨터·하드웨어·장비,16,5166
